# index Xpos Ypos 8 8again 0 star_template_index 0again magnitude 0again2 1 0again3 0again4 mag_again RA DEC 
0.000000000000000000e+00 1.342700882047946288e+04 4.469895002952373943e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.450000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.450000000000000000e+01 -1.452229133873807754e-01 -1.284670405237600121e-01
1.000000000000000000e+00 7.613900934896526451e+03 1.573435055514946180e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.500000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+01 3.240042225748557964e-02 2.157246569044843354e-01
2.000000000000000000e+00 1.489542185942598007e+04 8.997520620791798137e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.550000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+01 -1.900907273596612324e-01 9.877075576889058142e-03
3.000000000000000000e+00 1.209831836674817896e+04 1.382490960093426656e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.600000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 -1.046240680622658320e-01 1.573806277479089244e-01
4.000000000000000000e+00 1.633839651665178508e+03 1.454348643034239831e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.650000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.650000000000000000e+01 2.151253411644036828e-01 1.793371419798240607e-01
5.000000000000000000e+00 1.692562509889917055e+04 1.275019102924183790e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.700000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.700000000000000000e+01 -2.521253080326688600e-01 1.245420047239736011e-01
6.000000000000000000e+00 1.320466389701275330e+04 6.789961171056707826e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.750000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.750000000000000000e+01 -1.384287455770013553e-01 -5.757612983168314963e-02
7.000000000000000000e+00 1.363706941771454331e+04 1.498670075955638822e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.800000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+01 -1.516419258391911717e-01 1.928798020391404022e-01
8.000000000000000000e+00 2.222584705123390449e+03 1.287348112552952989e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.850000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.850000000000000000e+01 1.971353494956523678e-01 1.283092021105419756e-01
9.000000000000000000e+00 7.813539246869033377e+03 1.289259384194885570e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.850000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.850000000000000000e+01 2.630019962007141415e-02 1.288932017789102547e-01
1.000000000000000000e+01 6.432805003948779813e+03 1.564099985490921972e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.530000000000000000e+02 0.000000000000000000e+00 1.900000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.900000000000000000e+01 6.848970764009958134e-02 2.128722743971436238e-01
1.100000000000000000e+01 1.607802110080925013e+04 1.038593824569994467e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.450000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.450000000000000000e+01 -2.262257956061956288e-01 5.230094744908242443e-02
1.200000000000000000e+01 1.117012091662338571e+04 9.169995565799710675e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.500000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+01 -7.626208728117334079e-02 1.514714334101971774e-02
1.300000000000000000e+01 1.427371419753242117e+04 1.544302229411705957e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.550000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+01 -1.710952162370431018e-01 2.068229600396053747e-01
1.400000000000000000e+01 7.692589740578668170e+03 7.884248264505657971e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.600000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 2.999581509184857941e-02 -2.413957975407633738e-02
1.500000000000000000e+01 3.942260451935799665e+03 1.407956810254709308e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.650000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.650000000000000000e+01 1.445898080935979491e-01 1.651618597416341649e-01
1.600000000000000000e+01 9.621237331058729978e+03 9.341558322234253637e+02 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.700000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.700000000000000000e+01 -2.893533267455369873e-02 -2.365035151849223527e-01
1.700000000000000000e+01 1.107136331847660131e+03 2.237865525475442396e+01 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.750000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.750000000000000000e+01 2.312204611520376762e-01 -2.643633733700762045e-01
1.800000000000000000e+01 1.435819394031730008e+04 9.165104311731267444e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.800000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+01 -1.736754329567638810e-01 1.499768835559506415e-02
1.900000000000000000e+01 1.095845619970182634e+04 1.277059013116901042e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.800000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+01 -6.979509468132985561e-02 -2.260259179909550331e-01
2.000000000000000000e+01 1.315171680848701544e+04 1.694159723885634958e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.850000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.850000000000000000e+01 -1.368121776960063429e-01 2.526127500177503538e-01
2.100000000000000000e+01 6.150508559304269511e+03 9.543734749949405227e+01 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.850000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.850000000000000000e+01 7.711576669186488708e-02 -2.621310244403758372e-01
2.200000000000000000e+01 1.684019520215678131e+04 1.245884895102568044e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.900000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.900000000000000000e+01 -2.495148626538710723e-01 1.156398856673687969e-01
2.300000000000000000e+01 1.549434906042024522e+04 4.222369555982606471e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.900000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.900000000000000000e+01 -2.083918652214853118e-01 -1.360303180700584702e-01
2.400000000000000000e+01 1.350381859593326953e+04 1.678561635806004051e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.950000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.950000000000000000e+01 -1.475708943795537020e-01 2.478466675489742477e-01
2.500000000000000000e+01 3.376697749195408505e+03 6.619191255006546271e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 1.950000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.950000000000000000e+01 1.618703871583270504e-01 -6.279409948877141823e-02
2.600000000000000000e+01 8.096928818423446501e+03 4.733276596020160127e+02 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.540000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+01 1.764117599053225890e-02 -2.505843760150209265e-01
2.700000000000000000e+01 7.599314595353395134e+02 4.672962507430289065e+02 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.550000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+01 2.418293539026819261e-01 -2.507686690634899906e-01
2.800000000000000000e+01 2.676697694608770689e+03 9.600221042304567163e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.600000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 1.832592028441641929e-01 2.829292178977921984e-02
2.900000000000000000e+01 1.184990328212745044e+04 1.711801396273702994e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.650000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.650000000000000000e+01 -9.703419623379704040e-02 2.580032610252155911e-01
3.000000000000000000e+01 1.292053735504915312e+04 1.699764207757848271e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.700000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.700000000000000000e+01 -1.297483095629857475e-01 2.543252312009266491e-01
3.100000000000000000e+01 1.678488298596780442e+04 5.851194240663453456e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.750000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.750000000000000000e+01 -2.478245398203570704e-01 -8.626067492703258510e-02
3.200000000000000000e+01 5.652594828633227735e+03 8.374204410482483581e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.800000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+01 9.232899147678788609e-02 -9.168697515895553665e-03
3.300000000000000000e+01 6.426935676571226395e+03 1.742761740840788661e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.850000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.850000000000000000e+01 6.866904465677795000e-02 -2.117961124216140023e-01
3.400000000000000000e+01 8.146108595534517008e+03 9.059006986679351030e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.900000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.900000000000000000e+01 1.613829220122241920e-02 1.175582564567539609e-02
3.500000000000000000e+01 3.287051783366198379e+03 1.040394822819781984e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.900000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.900000000000000000e+01 1.646095422643304163e-01 5.285125246985082625e-02
3.600000000000000000e+01 2.253948659441491145e+03 4.355553787501308761e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.950000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.950000000000000000e+01 1.961770324415331723e-01 -1.319607998847647790e-01
3.700000000000000000e+01 8.252786772967885554e+03 1.061929284681022546e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 1.950000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.950000000000000000e+01 1.287868781268159020e-02 5.943122692745211183e-02
3.800000000000000000e+01 3.936546315310787122e+03 1.560835726432538286e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+01 1.447647957763348869e-01 2.118748619070819350e-01
3.900000000000000000e+01 1.162029605100029039e+04 1.657364178173279612e+01 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+01 -9.001839543423734158e-02 -2.645407487817518222e-01
4.000000000000000000e+01 7.583948315333675964e+03 3.971667141401192112e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 2.050000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.050000000000000000e+01 3.331551630222132770e-02 -1.436906696267127859e-01
4.100000000000000000e+01 1.444575244802299312e+04 3.641798308315575014e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 2.050000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.050000000000000000e+01 -1.763514609601670724e-01 -1.537699950821066475e-01
4.200000000000000000e+01 1.214857835764852825e+04 2.149244965491895073e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.260000000000000000e+02 0.000000000000000000e+00 2.100000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.100000000000000000e+01 -1.061600380466126425e-01 -1.993757916683857601e-01
4.300000000000000000e+01 5.419105719098129157e+03 2.881613823775340279e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 1.650000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.650000000000000000e+01 9.946385435039750700e-02 -1.769978543319471465e-01
4.400000000000000000e+01 1.443849391075057065e+04 1.085866992466836928e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 1.700000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.700000000000000000e+01 -1.761291567234248012e-01 6.674552652867317415e-02
4.500000000000000000e+01 1.396148805436425755e+04 1.781597914945080674e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 1.750000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.750000000000000000e+01 -1.615549497103036525e-01 -2.106094515462051120e-01
4.600000000000000000e+01 6.722184835547597686e+03 1.281244645225754357e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 1.800000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+01 5.964721866561851354e-02 1.264442537605646177e-01
4.700000000000000000e+01 5.002072148524043769e+03 1.538854844485495596e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 1.850000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.850000000000000000e+01 1.122067915072372662e-01 2.051584813121522244e-01
4.800000000000000000e+01 1.184030174440447990e+04 1.607494581727704281e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 1.900000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.900000000000000000e+01 -9.674058558428474952e-02 2.261317343583826300e-01
4.900000000000000000e+01 2.424501796461418962e+03 1.145308767658901706e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 1.950000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.950000000000000000e+01 1.909653759685066843e-01 8.490829117069295662e-02
5.000000000000000000e+01 3.468115796662562389e+03 3.424539871034936823e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+01 1.590775841462585827e-01 -1.604084473323483806e-01
5.100000000000000000e+01 1.277246441447666427e+02 1.479771201824547688e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 2.050000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.050000000000000000e+01 2.611463903151508004e-01 -2.198319344471102721e-01
5.200000000000000000e+01 1.365199041662055242e+04 4.025294597995062304e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 2.050000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.050000000000000000e+01 -1.520974534617973439e-01 -1.420520528974556773e-01
5.300000000000000000e+01 1.153419284263019654e+04 1.668855439860991100e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.550000000000000000e+02 0.000000000000000000e+00 2.100000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.100000000000000000e+01 -8.738730272322292603e-02 2.448808854546647429e-01
5.400000000000000000e+01 1.223359101124449444e+04 1.669528590978971624e+04 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.250000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.250000000000000000e+01 -1.087579991768852505e-01 2.450865705184921139e-01
5.500000000000000000e+01 1.354451018955807012e+04 6.625735702495065198e+03 8.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 1.270000000000000000e+02 0.000000000000000000e+00 1.300000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.300000000000000000e+01 -1.488129567598855674e-01 -6.259413025995556878e-02
